step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balance_diff_orig,balance_diff_dest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,is_high_amount,amount_log,error_orig,error_dest,high_risk_transaction
5,138641.99,7096960.77,7235602.76,159603.0,11865.12,0.0,0.0,138641.99000000022,-147737.88,0,0,0,0,1,11.839657490804363,277283.9800000002,286379.87,0
5,61663.75,7235602.76,7297266.51,17258590.84,16860747.38,0.0,0.0,61663.75,-397843.4600000009,0,0,0,0,0,11.029467733828245,123327.5,459507.2100000009,0
5,5922.53,21103.0,15180.47,0.0,0.0,0.0,0.0,-5922.530000000001,0.0,0,0,1,0,0,8.686687833955299,9.094947017729282e-13,5922.53,0
5,3046.6,11626.0,8579.4,0.0,0.0,0.0,0.0,-3046.6000000000004,0.0,0,0,1,0,0,8.022109674598855,4.547473508864641e-13,3046.6,0
5,4158.31,8579.4,4421.09,0.0,0.0,0.0,0.0,-4158.3099999999995,0.0,0,0,1,0,0,8.33310447411351,9.094947017729282e-13,4158.31,0
5,4372.99,42146.0,37773.01,0.0,0.0,0.0,0.0,-4372.989999999998,0.0,0,0,1,0,0,8.383430914997245,1.8189894035458565e-12,4372.99,0
5,6448.84,52102.3,45653.46,0.0,0.0,0.0,0.0,-6448.840000000004,0.0,0,0,1,0,0,8.771810603280588,3.637978807091713e-12,6448.84,0
5,72.23,45653.46,45581.23,0.0,0.0,0.0,0.0,-72.22999999999593,0.0,0,0,1,0,0,4.2936051730729785,4.078515303262975e-12,72.23,0
5,2168.82,45581.23,43412.41,0.0,0.0,0.0,0.0,-2168.8199999999997,0.0,0,0,1,0,0,7.682399493785265,4.547473508864641e-13,2168.82,0
5,2593.74,43412.41,40818.67,0.0,0.0,0.0,0.0,-2593.7400000000052,0.0,0,0,1,0,0,7.86124159790214,5.4569682106375694e-12,2593.74,0
5,4216.05,40818.67,36602.62,0.0,0.0,0.0,0.0,-4216.049999999996,0.0,0,0,1,0,0,8.346891110446485,4.547473508864641e-12,4216.05,0
5,6736.13,36602.62,29866.49,0.0,0.0,0.0,0.0,-6736.130000000001,0.0,0,0,1,0,0,8.815389297197227,9.094947017729282e-13,6736.13,0
5,4295.28,29866.49,25571.22,0.0,0.0,0.0,0.0,-4295.27,0.0,0,0,1,0,0,8.36550481097353,0.009999999999308784,4295.28,0
5,15192.75,25571.22,10378.46,0.0,0.0,0.0,0.0,-15192.760000000002,0.0,0,0,1,0,0,9.628639438064434,0.010000000002037268,15192.75,0
5,2043.8,10378.46,8334.66,0.0,0.0,0.0,0.0,-2043.7999999999993,0.0,0,0,1,0,0,7.623055264183216,6.821210263296962e-13,2043.8,0
5,3320.35,8334.66,5014.31,0.0,0.0,0.0,0.0,-3320.3499999999995,0.0,0,0,1,0,0,8.108126605766405,4.547473508864641e-13,3320.35,0
5,26074.81,5014.31,0.0,0.0,0.0,0.0,0.0,-5014.31,0.0,0,0,1,0,0,10.168763343624265,21060.5,26074.81,0
5,10381.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.247873122860838,10381.46,10381.46,0
5,2271.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,7.728446589225583,2271.07,2271.07,0
5,17315.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.759427210262292,17315.71,17315.71,0
5,1307.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,7.1765679385576755,1307.41,1307.41,0
5,6279.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.745160290695777,6279.22,6279.22,0
5,25360.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,10.141001749710215,25360.86,25360.86,0
5,8392.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.035203344532201,8392.42,8392.42,0
5,3042.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,8.020618867086746,3042.06,3042.06,0
5,14144.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.55718081535316,14144.91,14144.91,0
5,11089.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,9.313803588900525,11089.05,11089.05,0
5,2519.75,25335.0,22815.25,0.0,0.0,0.0,0.0,-2519.75,0.0,0,0,1,0,0,7.832311755273325,0.0,2519.75,0
5,4516.48,52503.0,47986.52,0.0,0.0,0.0,0.0,-4516.480000000003,0.0,0,0,1,0,0,8.415709595229135,3.637978807091713e-12,4516.48,0
5,2964.64,47986.52,45021.88,0.0,0.0,0.0,0.0,-2964.6399999999994,0.0,0,0,1,0,0,7.994848139741244,4.547473508864641e-13,2964.64,0
5,2357.56,1074.0,0.0,41351.37,43708.94,0.0,0.0,-1074.0,2357.5699999999997,0,1,0,0,0,7.765806542298968,1283.56,0.009999999999763531,0
5,29352.63,50904.0,21551.37,19248.7,48601.33,0.0,0.0,-29352.63,29352.63,0,0,0,1,0,10.287171497335963,0.0,0.0,0
5,84024.67,21551.37,0.0,179176.65,263201.31,0.0,0.0,-21551.37,84024.66,1,0,0,0,0,11.338877626378832,62473.3,0.00999999999476131,0
5,2746.99,453426.0,450679.01,45730.94,48477.94,0.0,0.0,-2746.9899999999907,2747.0,0,1,0,0,0,7.918625014325429,9.094947017729282e-12,0.010000000000218279,0
5,1382.4,8684.0,7301.6,58269.88,46515.29,0.0,0.0,-1382.3999999999996,-11754.589999999997,0,1,0,0,0,7.232299516166484,4.547473508864641e-13,13136.989999999996,0
5,4585.58,68115.0,63529.42,0.0,0.0,0.0,0.0,-4585.580000000002,0.0,0,0,1,0,0,8.430889927291869,1.8189894035458565e-12,4585.58,0
5,6831.43,4024.0,0.0,0.0,0.0,0.0,0.0,-4024.0,0.0,0,0,1,0,0,8.829435672597894,2807.4300000000003,6831.43,0
5,6016.97,27025.0,21008.03,0.0,0.0,0.0,0.0,-6016.970000000001,0.0,0,0,1,0,0,8.702505272132699,9.094947017729282e-13,6016.97,0
5,1690.65,925.0,0.0,0.0,0.0,0.0,0.0,-925.0,0.0,0,0,1,0,0,7.433459662976596,765.6500000000001,1690.65,0
5,4669.87,49345.0,44675.13,0.0,0.0,0.0,0.0,-4669.870000000003,0.0,0,0,1,0,0,8.449100628815303,2.7284841053187847e-12,4669.87,0
5,4739.77,468.0,0.0,0.0,0.0,0.0,0.0,-468.0,0.0,0,0,1,0,0,8.46395484875338,4271.77,4739.77,0
5,1221.69,52332.0,51110.31,34410.65,35632.33,0.0,0.0,-1221.6900000000023,1221.6800000000003,0,0,0,1,0,7.1088086284956145,2.2737367544323206e-12,0.009999999999763531,0
5,252.71,117177.0,116924.29,0.0,0.0,0.0,0.0,-252.7100000000064,0.0,0,0,1,0,0,5.536191882462241,6.394884621840902e-12,252.71,0
5,642.27,41595.0,40952.73,0.0,0.0,0.0,0.0,-642.2699999999968,0.0,0,0,1,0,0,6.4665645427888805,3.183231456205249e-12,642.27,0
5,2166.22,206562.0,204395.78,8383.29,10549.51,0.0,0.0,-2166.220000000001,2166.2199999999993,0,1,0,0,0,7.681200519225904,1.3642420526593924e-12,4.547473508864641e-13,0
5,2151.85,47828.13,45676.28,0.0,0.0,0.0,0.0,-2151.8499999999985,0.0,0,0,1,0,0,7.67454782470969,1.3642420526593924e-12,2151.85,0
5,22553.97,45676.28,23122.31,0.0,0.0,0.0,0.0,-22553.969999999998,0.0,0,0,1,0,0,10.02371071975959,3.637978807091713e-12,22553.97,0
5,6229.86,59942.0,53712.14,0.0,0.0,0.0,0.0,-6229.860000000001,0.0,0,0,1,0,0,8.737269643988164,9.094947017729282e-13,6229.86,0
5,4303.39,463.0,0.0,0.0,0.0,0.0,0.0,-463.0,0.0,0,0,1,0,0,8.367390711119375,3840.3900000000003,4303.39,0
5,5576.3,2797.0,0.0,0.0,0.0,0.0,0.0,-2797.0,0.0,0,0,1,0,0,8.626460067304281,2779.3,5576.3,0
5,211418.41,0.0,0.0,4790173.09,5174801.52,0.0,0.0,0.0,384628.4299999997,1,0,0,0,1,12.261599164665085,211418.41,173210.0199999997,0
5,7775.3,615460.0,607684.7,0.0,0.0,0.0,0.0,-7775.300000000047,0.0,0,0,1,0,0,8.95883592564299,4.638422979041934e-11,7775.3,0
5,1911.57,20964.0,19052.43,0.0,0.0,0.0,0.0,-1911.5699999999997,0.0,0,0,1,0,0,7.556203166338069,2.2737367544323206e-13,1911.57,0
5,3259.56,264.0,0.0,0.0,0.0,0.0,0.0,-264.0,0.0,0,0,1,0,0,8.08965423874951,2995.56,3259.56,0
5,2812.07,2931.0,118.93,0.0,0.0,0.0,0.0,-2812.07,0.0,0,0,1,0,0,7.9420316926452275,0.0,2812.07,0
5,224763.96,118.93,224882.89,1315120.99,944225.12,0.0,0.0,224763.96000000002,-370895.87,0,0,0,0,1,12.322810512966267,449527.92000000004,595659.83,0
5,106082.0,224882.89,330964.89,3784384.15,3678302.15,0.0,0.0,106082.0,-106082.0,0,0,0,0,0,11.57197708556279,212164.0,212164.0,0
5,197677.22,330964.89,528642.11,704745.77,455191.58,0.0,0.0,197677.21999999997,-249554.19,0,0,0,0,1,12.194395836170312,395354.43999999994,447231.41000000003,0
5,439939.28,528642.11,968581.39,17196927.09,16860747.38,0.0,0.0,439939.28,-336179.7100000009,0,0,0,0,1,12.994394269409938,879878.56,776118.9900000009,0
5,166437.13,968581.39,1135018.52,177248.23,10811.1,0.0,0.0,166437.13,-166437.13,0,0,0,0,1,12.022378927753781,332874.26,332874.26,0
5,131815.57,1135018.52,1266834.1,2182677.05,2050861.47,0.0,0.0,131815.58000000007,-131815.57999999984,0,0,0,0,0,11.789166613937422,263631.1500000001,263631.14999999985,0
5,214443.25,1266834.1,1481277.35,7344002.61,7129559.36,0.0,0.0,214443.25,-214443.25,0,0,0,0,1,12.275805076808686,428886.5,428886.5,0
5,482855.36,1481277.35,1964132.71,6249500.06,5766644.71,0.0,0.0,482855.35999999987,-482855.3499999996,0,0,0,0,1,13.087474497100798,965710.7199999999,965710.7099999996,0
5,37831.13,1964132.71,2001963.84,89079.66,51248.53,0.0,0.0,37831.13000000012,-37831.130000000005,0,0,0,0,0,10.540914020562257,75662.26000000013,75662.26000000001,0
5,504968.12,2001963.84,2506931.96,6778025.76,6273057.64,0.0,0.0,504968.1199999999,-504968.1200000001,0,0,0,0,1,13.132252557872999,1009936.2399999999,1009936.2400000001,0
5,188573.55,2506931.96,2695505.51,10016120.52,9827546.97,0.0,0.0,188573.5499999998,-188573.54999999888,0,0,0,0,1,12.147248698400544,377147.0999999998,377147.09999999887,0
5,285594.46,2695505.51,2981099.97,937884.9,652290.45,0.0,0.0,285594.4600000004,-285594.45000000007,0,0,0,0,1,12.562331612962675,571188.9200000004,571188.9100000001,0
5,301488.1,2981099.97,3282588.06,519050.1,217562.01,0.0,0.0,301488.08999999985,-301488.08999999997,0,0,0,0,1,12.616489141925376,602976.1899999998,602976.19,0
5,13564.12,3282588.06,3296152.19,239762.75,226198.62,0.0,0.0,13564.129999999888,-13564.130000000005,0,0,0,0,0,9.515257071349518,27128.24999999989,27128.250000000007,0
5,182825.43,3296152.19,3478977.61,355295.0,0.0,0.0,0.0,182825.41999999993,-355295.0,0,0,0,0,1,12.116292511795969,365650.8499999999,538120.4299999999,0
5,299368.99,3478977.61,3778346.61,6960754.86,6661385.87,0.0,0.0,299369.0,-299368.9900000002,0,0,0,0,1,12.609435512142987,598737.99,598737.9800000002,0
5,77655.59,3778346.61,3856002.2,107409.0,29753.41,0.0,0.0,77655.59000000032,-77655.59,0,0,0,0,0,11.260051692973173,155311.1800000003,155311.18,0
5,833.39,3856002.2,3856835.59,411058.34,410224.95,0.0,0.0,833.3899999996647,-833.390000000014,0,0,0,0,0,6.72670091895511,1666.7799999996646,1666.7800000000138,0
5,325483.3,3856835.59,4182318.89,6718623.01,6393139.71,0.0,0.0,325483.3000000003,-325483.2999999998,0,0,0,0,1,12.693069505980546,650966.6000000003,650966.5999999999,0
5,51876.97,4182318.89,4234195.86,507068.55,455191.58,0.0,0.0,51876.970000000205,-51876.96999999997,0,0,0,0,0,10.856649508906157,103753.9400000002,103753.93999999997,0
5,24734.93,4234195.86,4258930.79,460685.0,646196.83,0.0,0.0,24734.929999999702,185511.82999999996,0,0,0,0,0,10.116012121499574,49469.8599999997,160776.89999999997,0
5,6845.48,4258930.79,4265776.26,67160.21,60314.73,0.0,0.0,6845.469999999739,-6845.480000000003,0,0,0,0,0,8.831489930567407,13690.949999999739,13690.960000000003,0
5,37872.44,4265776.26,4303648.7,43822.9,5950.46,0.0,0.0,37872.44000000041,-37872.44,0,0,0,0,0,10.542005353844605,75744.88000000041,75744.88,0
5,72980.01,4303648.7,4376628.71,200348.0,127367.99,0.0,0.0,72980.00999999978,-72980.01,0,0,0,0,0,11.197954549302732,145960.0199999998,145960.02,0
5,146131.91,4376628.71,4522760.62,1090357.03,944225.12,0.0,0.0,146131.91000000015,-146131.91000000003,0,0,0,0,1,11.892271829045827,292263.8200000002,292263.82000000007,0
5,4287.23,9556.0,5268.77,0.0,0.0,0.0,0.0,-4287.23,0.0,0,0,1,0,0,8.36362933937187,0.0,4287.23,0
5,2513.72,18024.0,15510.28,0.0,0.0,0.0,0.0,-2513.7199999999993,0.0,0,0,1,0,0,7.8299167443280195,4.547473508864641e-13,2513.72,0
5,2305.22,15510.28,13205.07,0.0,0.0,0.0,0.0,-2305.210000000001,0.0,0,0,1,0,0,7.74336509957415,0.009999999998854037,2305.22,0
5,4610.54,13205.07,8594.52,0.0,0.0,0.0,0.0,-4610.549999999999,0.0,0,0,1,0,0,8.43631713660541,0.009999999999308784,4610.54,0
5,4205.98,8594.52,4388.54,0.0,0.0,0.0,0.0,-4205.9800000000005,0.0,0,0,1,0,0,8.34450032959776,9.094947017729282e-13,4205.98,0
5,11691.84,4388.54,0.0,0.0,0.0,0.0,0.0,-4388.54,0.0,0,0,1,0,0,9.366731967646375,7303.3,11691.84,0
5,2011.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,7.607316843325884,2011.87,2011.87,0
5,102359.17,11682.0,0.0,12947436.37,13049795.53,0.0,0.0,-11682.0,102359.16000000015,0,0,0,1,0,11.536252951077348,90677.17,0.009999999849242158,0
5,89293.11,0.0,0.0,139849.81,229142.92,0.0,0.0,0.0,89293.11000000002,1,0,0,0,0,11.399690807242495,89293.11,1.4551915228366852e-11,0
5,3743.99,34771.0,31027.01,0.0,0.0,0.0,0.0,-3743.9900000000016,0.0,0,0,1,0,0,8.228174225720785,1.8189894035458565e-12,3743.99,0
5,9675.69,101947.0,92271.31,0.0,0.0,0.0,0.0,-9675.690000000002,0.0,0,0,1,0,0,9.177475179646315,1.8189894035458565e-12,9675.69,0
5,3212.82,62669.0,59456.18,0.0,0.0,0.0,0.0,-3212.8199999999997,0.0,0,0,1,0,0,8.0752155397509,4.547473508864641e-13,3212.82,0
5,1723.33,59456.18,57732.85,0.0,0.0,0.0,0.0,-1723.3300000000017,0.0,0,0,1,0,0,7.45259384821929,1.8189894035458565e-12,1723.33,0
5,12603.14,57732.85,45129.71,0.0,0.0,0.0,0.0,-12603.14,0.0,0,0,1,0,0,9.44178061040037,0.0,12603.14,0
5,2689.55,51430.0,48740.45,0.0,0.0,0.0,0.0,-2689.550000000003,0.0,0,0,1,0,0,7.897500912663133,2.7284841053187847e-12,2689.55,0
5,3225.49,10132.0,6906.51,0.0,0.0,0.0,0.0,-3225.49,0.0,0,0,1,0,0,8.079150138037448,0.0,3225.49,0
5,4397.58,835.0,0.0,0.0,0.0,0.0,0.0,-835.0,0.0,0,0,1,0,0,8.389037040545972,3562.58,4397.58,0
5,195.22,11128.0,10932.78,0.0,0.0,0.0,0.0,-195.21999999999935,0.0,0,0,1,0,0,5.279236478735244,6.536993168992922e-13,195.22,0
5,81917.31,10932.78,0.0,2724135.13,2808555.73,0.0,0.0,-10932.78,84420.6000000001,1,0,0,0,0,11.313477810177723,70984.53,2503.2900000000955,0
5,38326.82,0.0,0.0,70713.92,109040.74,0.0,0.0,0.0,38326.82000000001,1,0,0,0,0,10.553931282246358,38326.82,7.275957614183426e-12,0
5,2520.08,82215.0,79694.92,0.0,0.0,0.0,0.0,-2520.0800000000017,0.0,0,0,1,0,0,7.832442660123537,1.8189894035458565e-12,2520.08,0
5,6988.56,10339.0,3350.44,0.0,0.0,0.0,0.0,-6988.5599999999995,0.0,0,0,1,0,0,8.852172886179368,9.094947017729282e-13,6988.56,0
5,1270.66,142407.0,141136.34,0.0,0.0,0.0,0.0,-1270.6600000000035,0.0,0,0,1,0,0,7.148078412572748,3.410605131648481e-12,1270.66,0
5,2205.72,16725.71,14519.98,0.0,0.0,0.0,0.0,-2205.7299999999996,0.0,0,0,1,0,0,7.699262529155164,0.009999999999763531,2205.72,0
5,2892.22,14519.98,11627.76,0.0,0.0,0.0,0.0,-2892.2199999999993,0.0,0,0,1,0,0,7.970125347712189,4.547473508864641e-13,2892.22,0
5,3181.68,11627.76,8446.08,0.0,0.0,0.0,0.0,-3181.6800000000003,0.0,0,0,1,0,0,8.065478888140865,4.547473508864641e-13,3181.68,0
5,13702.52,8446.08,0.0,0.0,0.0,0.0,0.0,-8446.08,0.0,0,0,1,0,0,9.525408013120819,5256.4400000000005,13702.52,0
5,1574.63,737.0,0.0,0.0,0.0,0.0,0.0,-737.0,0.0,0,0,1,0,0,7.36241047128106,837.6300000000001,1574.63,0
5,2573.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,7.8533096239027245,2573.24,2573.24,0
5,952.87,15214.0,14261.13,0.0,0.0,0.0,0.0,-952.8700000000008,0.0,0,0,1,0,0,6.860527393819097,7.958078640513122e-13,952.87,0
5,3143.95,779.0,0.0,0.0,0.0,0.0,0.0,-779.0,0.0,0,0,1,0,0,8.05355327075697,2364.95,3143.95,0
5,60726.57,60726.57,0.0,0.0,0.0,1.0,0.0,-60726.57,0.0,0,0,0,1,0,11.014153074918012,0.0,60726.57,0
5,60726.57,60726.57,0.0,13010502.78,13071229.35,1.0,0.0,-60726.57,60726.5700000003,1,0,0,0,0,11.014153074918012,0.0,2.9831426218152046e-10,0
5,2354.7,62103.0,59748.3,0.0,0.0,0.0,0.0,-2354.699999999997,0.0,0,0,1,0,0,7.764593202198561,2.7284841053187847e-12,2354.7,0
5,5301.12,11492.0,6190.88,0.0,0.0,0.0,0.0,-5301.12,0.0,0,0,1,0,0,8.57586201956154,0.0,5301.12,0
5,40156.69,6190.88,0.0,0.0,0.0,0.0,0.0,-6190.88,0.0,0,0,1,0,0,10.600569232790958,33965.810000000005,40156.69,0
5,10227.49,29917.0,19689.51,0.0,0.0,0.0,0.0,-10227.490000000002,0.0,0,0,1,0,0,9.23293224296788,1.8189894035458565e-12,10227.49,0
5,8411.86,553397.0,544985.14,0.0,0.0,0.0,0.0,-8411.859999999986,0.0,0,0,1,0,0,9.037516766499479,1.4551915228366852e-11,8411.86,0
5,1207.85,99114.0,97906.15,20270.0,3382.84,0.0,0.0,-1207.8500000000058,-16887.16,0,1,0,0,0,7.09742477343863,5.9117155615240335e-12,18095.01,0
5,3728.6,9552.0,5823.4,0.0,0.0,0.0,0.0,-3728.6000000000004,0.0,0,0,1,0,0,8.224056268281492,4.547473508864641e-13,3728.6,0
5,12472.53,11071.0,0.0,0.0,0.0,0.0,0.0,-11071.0,0.0,0,0,1,0,0,9.431364078005208,1401.5300000000007,12472.53,0
5,469.63,5556.0,5086.37,0.0,0.0,0.0,0.0,-469.6300000000001,0.0,0,0,1,0,0,6.1540722226677085,1.1368683772161603e-13,469.63,0
5,49804.17,5086.37,0.0,175863.93,172958.83,0.0,0.0,-5086.37,-2905.100000000006,1,0,0,0,0,10.815874072885357,44717.799999999996,52709.270000000004,0
5,5693.64,20492.0,14798.36,0.0,0.0,0.0,0.0,-5693.639999999999,0.0,0,0,1,0,0,8.647280660538195,9.094947017729282e-13,5693.64,0
5,7840.38,14798.36,6957.98,0.0,0.0,0.0,0.0,-7840.380000000001,0.0,0,0,1,0,0,8.967170118262842,9.094947017729282e-13,7840.38,0
5,1967.35,10492.0,8524.65,0.0,0.0,0.0,0.0,-1967.3500000000004,0.0,0,0,1,0,0,7.584950907328013,4.547473508864641e-13,1967.35,0
5,4260.13,368.0,0.0,0.0,0.0,0.0,0.0,-368.0,0.0,0,0,1,0,0,8.357289662304638,3892.13,4260.13,0
5,7959.58,10729.0,2769.42,0.0,0.0,0.0,0.0,-7959.58,0.0,0,0,1,0,0,8.982257140505562,0.0,7959.58,0
5,5080.22,2769.42,0.0,0.0,0.0,0.0,0.0,-2769.42,0.0,0,0,1,0,0,8.533306669219652,2310.8,5080.22,0
5,360.38,328.0,0.0,0.0,0.0,0.0,0.0,-328.0,0.0,0,0,1,0,0,5.889930036283685,32.379999999999995,360.38,0
5,7683.38,17553.22,9869.84,0.0,0.0,0.0,0.0,-7683.380000000001,0.0,0,0,1,0,0,8.94694497607535,9.094947017729282e-13,7683.38,0
5,6453.51,9869.84,3416.33,0.0,0.0,0.0,0.0,-6453.51,0.0,0,0,1,0,0,8.772534390252249,0.0,6453.51,0
5,2161.3,1830.0,0.0,0.0,0.0,0.0,0.0,-1830.0,0.0,0,0,1,0,0,7.6789277489798495,331.3000000000002,2161.3,0
5,6823.03,10299.0,3475.97,0.0,0.0,0.0,0.0,-6823.030000000001,0.0,0,0,1,0,0,8.828205485410386,9.094947017729282e-13,6823.03,0
5,8343.34,103368.0,95024.66,0.0,0.0,0.0,0.0,-8343.339999999997,0.0,0,0,1,0,0,9.029338743693199,3.637978807091713e-12,8343.34,0
5,3141.09,671.0,0.0,0.0,0.0,0.0,0.0,-671.0,0.0,0,0,1,0,0,8.052643462581015,2470.09,3141.09,0
5,1826.28,10285.0,8458.72,229190.56,231016.85,0.0,0.0,-1826.2800000000007,1826.2900000000081,0,1,0,0,0,7.5105838013403785,6.821210263296962e-13,0.010000000008176357,0
5,1216.39,143314.0,142097.61,0.0,0.0,0.0,0.0,-1216.390000000014,0.0,0,0,1,0,0,7.104464501799046,1.3869794202037156e-11,1216.39,0
5,2088.53,18607.0,16518.47,0.0,0.0,0.0,0.0,-2088.529999999999,0.0,0,0,1,0,0,7.644694439286697,1.3642420526593924e-12,2088.53,0
5,2558.03,974.0,0.0,0.0,0.0,0.0,0.0,-974.0,0.0,0,0,1,0,0,7.847383559420496,1584.0300000000002,2558.03,0
5,26921.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,10.200710961323132,26921.32,26921.32,0
5,12438.52,549128.0,536689.48,0.0,0.0,0.0,0.0,-12438.520000000019,0.0,0,0,1,0,0,9.428633780339739,1.8189894035458565e-11,12438.52,0
5,5743.03,50388.0,44644.97,0.0,0.0,0.0,0.0,-5743.029999999999,0.0,0,0,1,0,0,8.655916333555647,9.094947017729282e-13,5743.03,0
5,472.71,2082.0,1609.29,0.0,0.0,0.0,0.0,-472.71000000000004,0.0,0,0,1,0,0,6.160595320114315,5.684341886080802e-14,472.71,0
5,7002.74,4103.0,0.0,0.0,0.0,0.0,0.0,-4103.0,0.0,0,0,1,0,0,8.854199571071943,2899.74,7002.74,0
5,953.21,304098.0,303144.79,0.0,0.0,0.0,0.0,-953.210000000021,0.0,0,0,1,0,0,6.8608837730103245,2.091837814077735e-11,953.21,0
5,822.37,19826.0,19003.63,0.0,0.0,0.0,0.0,-822.369999999999,0.0,0,0,1,0,0,6.713405674375241,1.0231815394945443e-12,822.37,0
5,368.56,172469.57,172101.01,0.0,0.0,0.0,0.0,-368.5599999999977,0.0,0,0,1,0,0,5.912313108802544,2.3305801732931286e-12,368.56,0
5,92036.54,172101.01,80064.48,4578941.6,4670978.14,0.0,0.0,-92036.53000000001,92036.54000000004,0,0,0,1,0,11.429951816282337,0.009999999980209395,4.3655745685100555e-11,0
5,166567.98,80064.48,0.0,245770.79,412338.76,0.0,0.0,-80064.48,166567.97,0,0,0,1,1,12.023164796900744,86503.50000000001,0.010000000009313226,1
5,1915470.93,0.0,0.0,11595793.82,13511264.76,0.0,0.0,0.0,1915470.9399999995,0,0,0,1,1,14.465474588878166,1915470.93,0.009999999543651938,1
5,339163.04,0.0,0.0,10307150.95,12362816.81,0.0,0.0,0.0,2055665.8600000013,0,0,0,1,1,12.734239163129045,339163.04,1716502.8200000012,1
5,41139.2,0.0,0.0,4388254.93,4429394.13,0.0,0.0,0.0,41139.200000000186,0,0,0,1,0,10.624741024643843,41139.2,1.8917489796876907e-10,0
5,1716502.82,0.0,0.0,10646313.99,12362816.81,0.0,0.0,0.0,1716502.8200000003,0,0,0,1,1,14.355800117336189,1716502.82,2.3283064365386963e-10,1
5,1097510.65,0.0,0.0,13036471.97,14133982.62,0.0,0.0,0.0,1097510.6499999985,0,0,0,1,1,13.908556038909293,1097510.65,1.3969838619232178e-09,1
5,103759.56,0.0,0.0,16756987.82,16860747.38,0.0,0.0,0.0,103759.55999999866,0,0,0,1,0,11.549841216045923,103759.56,1.3387762010097504e-09,0
5,59691.76,0.0,0.0,4254247.97,4313939.72,0.0,0.0,0.0,59691.75,0,0,0,1,0,10.9969660189947,59691.76,0.010000000002037268,0
5,7561.15,105180.0,97618.85,0.0,0.0,0.0,0.0,-7561.149999999994,0.0,0,0,1,0,0,8.930910820276363,5.4569682106375694e-12,7561.15,0
5,25625.94,97618.85,71992.91,0.0,0.0,0.0,0.0,-25625.940000000002,0.0,0,0,1,0,0,10.151399420892128,3.637978807091713e-12,25625.94,0
5,3032.18,9928.0,6895.82,0.0,0.0,0.0,0.0,-3032.1800000000003,0.0,0,0,1,0,0,8.017366853108616,4.547473508864641e-13,3032.18,0
5,4758.17,99328.0,94569.83,0.0,0.0,0.0,0.0,-4758.169999999998,0.0,0,0,1,0,0,8.467828562273395,1.8189894035458565e-12,4758.17,0
5,538.17,5583.0,5044.83,0.0,0.0,0.0,0.0,-538.1700000000001,0.0,0,0,1,0,0,6.290030920068052,1.1368683772161603e-13,538.17,0
5,3726.93,21477.85,17750.92,0.0,0.0,0.0,0.0,-3726.9300000000003,0.0,0,0,1,0,0,8.22360839880516,4.547473508864641e-13,3726.93,0
5,14368.08,17750.92,3382.84,0.0,0.0,0.0,0.0,-14368.079999999998,0.0,0,0,1,0,0,9.572833954754943,1.8189894035458565e-12,14368.08,0
5,6079.77,18273.0,12193.23,0.0,0.0,0.0,0.0,-6079.77,0.0,0,0,1,0,0,8.712886611678288,0.0,6079.77,0
5,5274.02,225.0,0.0,0.0,0.0,0.0,0.0,-225.0,0.0,0,0,1,0,0,8.570737749806273,5049.02,5274.02,0
5,6678.65,121.0,0.0,0.0,0.0,0.0,0.0,-121.0,0.0,0,0,1,0,0,8.806820869948433,6557.65,6678.65,0
5,858.71,153252.0,152393.29,44255.66,45114.36,0.0,0.0,-858.7099999999919,858.6999999999971,0,1,0,0,0,6.756595123077386,8.185452315956354e-12,0.010000000002946763,0
5,1405.7,152647.0,151241.3,0.0,0.0,0.0,0.0,-1405.7000000000116,0.0,0,0,1,0,0,7.24900181476365,1.1596057447604835e-11,1405.7,0
5,2092.99,104778.0,102685.01,0.0,0.0,0.0,0.0,-2092.9900000000052,0.0,0,0,1,0,0,7.646826615869891,5.4569682106375694e-12,2092.99,0
5,6324.03,31237.0,24912.97,0.0,0.0,0.0,0.0,-6324.029999999999,0.0,0,0,1,0,0,8.752270056667477,9.094947017729282e-13,6324.03,0
