scenario,true_fraud,pred_fraud,fraud_probability,decision
03_micro_transaction_probe,1,1,0.915,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,1,1,0.905,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.045,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,1,1,0.71,BLOCK
03_micro_transaction_probe,0,0,0.045,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,1,1,0.94,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.03,ALLOW
03_micro_transaction_probe,1,1,0.9,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,1,1,0.935,BLOCK
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,1,1,0.87,BLOCK
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.03,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.055,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.04,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,1,1,0.985,BLOCK
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.1,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,1,1,0.94,BLOCK
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,1,1,0.985,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,1,1,0.9,BLOCK
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,1,1,0.95,BLOCK
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,1,1,0.915,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.05,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.12,REVIEW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,1,1,0.925,BLOCK
03_micro_transaction_probe,0,0,0.045,ALLOW
03_micro_transaction_probe,0,0,0.04,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,1,1,0.92,BLOCK
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.07,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.005,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,1,1,0.895,BLOCK
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,1,1,0.795,BLOCK
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.06,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.03,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,1,1,0.94,BLOCK
03_micro_transaction_probe,1,1,0.41,BLOCK
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,1,1,0.955,BLOCK
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.04,ALLOW
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.05,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.03,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.135,REVIEW
03_micro_transaction_probe,0,0,0.01,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.025,ALLOW
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,1,1,0.935,BLOCK
03_micro_transaction_probe,0,0,0.0,ALLOW
03_micro_transaction_probe,1,1,0.95,BLOCK
03_micro_transaction_probe,0,0,0.07,ALLOW
03_micro_transaction_probe,0,0,0.02,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
03_micro_transaction_probe,0,0,0.035,ALLOW
03_micro_transaction_probe,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.025,ALLOW
04_high_value_flood,1,1,0.995,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.07,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.14,REVIEW
04_high_value_flood,1,1,0.975,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.925,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.165,REVIEW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.9,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.03,ALLOW
04_high_value_flood,0,0,0.175,REVIEW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,1,1,0.41,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.205,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.045,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.07,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.975,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.475,BLOCK
04_high_value_flood,0,0,0.28,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.85,BLOCK
04_high_value_flood,1,1,0.54,BLOCK
04_high_value_flood,1,1,0.975,BLOCK
04_high_value_flood,1,1,0.795,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.985,BLOCK
04_high_value_flood,1,1,0.96,BLOCK
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.03,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,1,1,0.995,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.875,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.72,BLOCK
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.075,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,1,1,0.895,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.17,REVIEW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.035,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,1,1,0.995,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,1,1,0.995,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.88,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,1,1,0.66,BLOCK
04_high_value_flood,0,0,0.14,REVIEW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,1,1,0.895,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.075,ALLOW
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.135,REVIEW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,1,1,0.705,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.985,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.13,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.52,BLOCK
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.03,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,1,1,0.355,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.93,BLOCK
04_high_value_flood,1,1,0.75,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.755,BLOCK
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.02,ALLOW
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.135,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.73,BLOCK
04_high_value_flood,0,0,0.035,ALLOW
04_high_value_flood,1,1,0.985,BLOCK
04_high_value_flood,1,1,0.985,BLOCK
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.885,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.045,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.9,BLOCK
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,1,1,0.95,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.07,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.865,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.09,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.025,ALLOW
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.035,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,0,0,0.07,ALLOW
04_high_value_flood,0,0,0.05,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.895,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.8,BLOCK
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.02,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.025,ALLOW
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,1,1,0.88,BLOCK
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,0,0,0.09,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,1,1,0.915,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.04,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.98,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.885,BLOCK
04_high_value_flood,1,1,0.69,BLOCK
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.14,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.165,REVIEW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.115,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.16,REVIEW
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.075,ALLOW
04_high_value_flood,0,0,0.09,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.12,REVIEW
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,0,0,0.15,REVIEW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.05,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.03,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.175,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.145,REVIEW
04_high_value_flood,0,0,0.065,ALLOW
04_high_value_flood,0,0,0.155,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.13,REVIEW
04_high_value_flood,0,0,0.16,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.145,REVIEW
04_high_value_flood,0,0,0.025,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,1,1,0.915,BLOCK
04_high_value_flood,0,0,0.125,REVIEW
04_high_value_flood,0,0,0.125,REVIEW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.125,REVIEW
04_high_value_flood,0,0,0.045,ALLOW
04_high_value_flood,1,1,0.9,BLOCK
04_high_value_flood,1,1,0.925,BLOCK
04_high_value_flood,1,1,0.445,BLOCK
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.115,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.865,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.885,BLOCK
04_high_value_flood,0,0,0.05,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.87,BLOCK
04_high_value_flood,1,1,0.81,BLOCK
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,1,1,0.875,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.07,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.05,ALLOW
04_high_value_flood,1,1,0.605,BLOCK
04_high_value_flood,0,0,0.235,REVIEW
04_high_value_flood,0,0,0.145,REVIEW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.88,BLOCK
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.9,BLOCK
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,1,1,0.895,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.98,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.02,ALLOW
04_high_value_flood,0,0,0.05,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.19,REVIEW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.13,REVIEW
04_high_value_flood,0,0,0.1,ALLOW
04_high_value_flood,0,0,0.08,ALLOW
04_high_value_flood,0,0,0.075,ALLOW
04_high_value_flood,1,1,0.865,BLOCK
04_high_value_flood,0,0,0.045,ALLOW
04_high_value_flood,0,0,0.165,REVIEW
04_high_value_flood,0,0,0.14,REVIEW
04_high_value_flood,0,0,0.035,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,1,1,0.88,BLOCK
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,1,1,0.935,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.125,REVIEW
04_high_value_flood,1,1,0.99,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,0.89,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,1,1,1.0,BLOCK
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.075,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.105,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.895,BLOCK
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,1,1,0.61,BLOCK
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.01,ALLOW
04_high_value_flood,0,0,0.005,ALLOW
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.015,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.06,ALLOW
04_high_value_flood,0,0,0.0,ALLOW
04_high_value_flood,0,0,0.11,ALLOW
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,0,0,0.055,ALLOW
04_high_value_flood,1,1,0.57,BLOCK
04_high_value_flood,0,0,0.085,ALLOW
04_high_value_flood,1,1,0.665,BLOCK
